Date,Open,High,Low,Close,Adj Close,Volume
2021-03-16,69.209999,71.199997,69.169998,70.910004,70.910004,3550700
2021-03-17,69.099998,69.209999,66.949997,68.510002,68.510002,2649900
2021-03-18,67.809998,68.010002,64.849998,65.230003,65.230003,3352600
2021-03-19,65.839996,66.570000,64.849998,65.550003,65.550003,1705800
2021-03-22,66.070000,66.070000,65.160004,65.279999,65.279999,1219400
2021-03-23,64.599998,65.169998,64.080002,64.449997,64.449997,898000
2021-03-24,64.500000,64.660004,63.060001,63.060001,63.060001,1115300
2021-03-25,62.709999,63.020000,60.990002,62.139999,62.139999,2181100
2021-03-26,63.049999,63.389999,61.740002,63.009998,63.009998,1314600
2021-03-29,63.189999,63.790001,62.290001,63.740002,63.740002,1075700
2021-03-30,62.490002,63.410000,62.020000,63.139999,63.139999,1210200
2021-03-31,63.070000,65.070000,63.020000,64.059998,64.059998,2015000
2021-04-01,64.599998,65.190002,64.300003,64.970001,64.970001,1171500
2021-04-05,64.900002,64.959999,64.449997,64.739998,64.739998,733200
2021-04-06,64.139999,64.830002,64.000000,64.370003,64.370003,1642500
2021-04-07,63.410000,63.459999,62.549999,62.669998,62.669998,1729300
2021-04-08,63.349998,64.500000,63.049999,63.740002,63.740002,1750200
2021-04-09,62.779999,62.980000,61.930000,62.020000,62.020000,1146900
2021-04-12,62.770000,62.900002,62.060001,62.849998,62.849998,1104900
2021-04-13,62.849998,63.360001,58.910000,59.830002,59.830002,13370800
2021-04-14,61.750000,62.270000,60.830002,61.000000,61.000000,5129900
2021-04-15,60.860001,61.549999,60.740002,61.360001,61.360001,1502800
2021-04-16,61.549999,62.000000,61.320000,61.930000,61.930000,942600
2021-04-19,61.930000,62.009998,60.889999,61.060001,61.060001,1219100
2021-04-20,60.860001,61.330002,60.099998,60.820000,60.820000,1765300
2021-04-21,60.669998,60.799999,60.340000,60.709999,60.709999,879000
2021-04-22,61.580002,61.840000,60.700001,60.880001,60.880001,1836200
2021-04-23,61.049999,61.230000,60.180000,60.880001,60.880001,2105400
2021-04-26,61.529999,63.049999,61.430000,62.990002,62.990002,2027700
2021-04-27,63.139999,63.520000,62.330002,63.380001,63.380001,1556400
2021-04-28,63.840000,65.000000,63.500000,64.959999,64.959999,2401300
2021-04-29,66.120003,67.820000,65.570000,67.730003,67.730003,3637700
2021-04-30,65.699997,66.610001,65.430000,65.550003,65.550003,1896600
2021-05-03,66.040001,66.070000,64.330002,64.510002,64.510002,828600
2021-05-04,64.250000,64.379997,62.930000,64.220001,64.220001,1456000
2021-05-05,64.959999,65.870003,64.779999,64.949997,64.949997,1168900
2021-05-06,65.010002,65.349998,63.810001,64.930000,64.930000,1276000
2021-05-07,65.250000,65.760002,64.989998,65.610001,65.610001,875100
2021-05-10,65.019997,65.070000,63.099998,63.250000,63.250000,1479900
2021-05-11,62.000000,63.320000,61.529999,63.279999,63.279999,1416100
2021-05-12,62.630001,63.160000,61.369999,61.570000,61.570000,1569900
2021-05-13,62.490002,63.000000,61.980000,62.540001,62.540001,1139500
2021-05-14,62.910000,63.560001,62.580002,63.430000,63.430000,1063100
2021-05-17,62.380001,63.759998,62.259998,63.669998,63.669998,1082900
