Microsoft,,,,,
close,62.14,85.54,101.57,157.70,222.42
open,54.32,62.79,86.13,99.55,158.78
divident,1.47,1.59,1.72,1.89,2.09
Sum profit,"0,171023564064801","0,631075110456554","0,957842415316642","2,02595729013255","3,25589101620029"
Annual profit,"0,171023564064801","0,315537555228277","0,319280805105547","0,506489322533137","0,651178203240059"
