PayPal,,,,,
close,39.47,73.62,84.09,108.17,234.20
open,35.13,40.29,74.24,82.38,109.47
Sum profit,"0,123541133","1,095644748","1,393680615","2,079134643","5,666666667"
Annual profit,"0,123541133","0,547822374","0,464560205","0,519783661","1,133333333"
